alert_id,timestamp,device,tier,severity,anomaly_type,csaf_status,vote_total,risk_score,detectors
ALT-00341,2026-01-01 00:22:16,Apple Watch,MEDIUM,0.7720570778998972,cpu_spike,CONFIRMED,4,0.808984018722051,"σ-Data,σ-Err"
ALT-00404,2026-01-01 00:43:46,Apple Watch,MEDIUM,0.7713966013716181,overheat,PROBABLE,4,0.8400093237555848,"σ-Data,σ-Err"
ALT-00126,2026-01-01 00:48:07,iPhone,MEDIUM,0.7649546477713574,network_issue,PROBABLE,4,0.8375103643270171,"σ-Data,σ-Err"
ALT-00292,2026-01-01 00:05:48,Apple Watch,MEDIUM,0.7621147723717585,cpu_spike,PROBABLE,4,0.8250903458383434,"σ-Data,σ-Err"
ALT-00475,2026-01-01 00:22:50,iPad,MEDIUM,0.7537959306882862,cpu_spike,CONFIRMED,4,0.8035023439599168,"σ-Data,σ-Err"
ALT-00255,2026-01-01 00:44:14,MacBook,MEDIUM,0.7500339977200008,overheat,PROBABLE,4,0.7796862924962976,"σ-Data,σ-Err"
ALT-00221,2026-01-01 00:31:45,MacBook,MEDIUM,0.7481233160980284,overheat,PROBABLE,4,0.8000262149315966,"σ-Data,σ-Err"
ALT-00223,2026-01-01 00:32:56,MacBook,MEDIUM,0.7418455958453076,overheat,PROBABLE,4,0.7942351842726746,"σ-Data,σ-Err"
ALT-00027,2026-01-01 00:13:16,iPhone,MEDIUM,0.7399727276081101,cpu_spike,PROBABLE,4,0.7629175089764797,"σ-Data,σ-Err"
ALT-00054,2026-01-01 00:22:52,iPhone,MEDIUM,0.7398423113071372,network_issue,PROBABLE,3,0.8792265175524109,σ-Data
ALT-00130,2026-01-01 00:48:49,iPhone,MEDIUM,0.7389571101991478,cpu_spike,CONFIRMED,4,0.7575211095911722,"σ-Data,σ-Err"
ALT-00522,2026-01-01 00:38:01,iPad,MEDIUM,0.7360576045162605,cpu_spike,PROBABLE,4,0.7944322954194595,"σ-Data,σ-Err"
ALT-00548,2026-01-01 00:47:33,iPad,MEDIUM,0.7359523497442158,overheat,PROBABLE,4,0.778489723159953,"σ-Data,σ-Err"
ALT-00190,2026-01-01 00:22:13,MacBook,MEDIUM,0.7359356840099711,overheat,PROBABLE,4,0.806374151831652,"σ-Data,σ-Err"
ALT-00472,2026-01-01 00:21:31,iPad,MEDIUM,0.7356047622406314,cpu_spike,PROBABLE,4,0.7842254902732289,"σ-Data,σ-Err"
ALT-00147,2026-01-01 00:05:03,MacBook,MEDIUM,0.7328929852581023,cpu_spike,SUPPRESSED,5,0.6714883087635038,"σ-Data,σ-Err,NDT,RRCF"
ALT-00316,2026-01-01 00:12:47,Apple Watch,MEDIUM,0.7318128672652205,cpu_spike,SUPPRESSED,4,0.8013449354279633,"σ-Data,σ-Err"
ALT-00426,2026-01-01 00:01:51,iPad,MEDIUM,0.7314008253743971,overheat,PROBABLE,4,0.7919683917216888,"σ-Data,σ-Err"
ALT-00294,2026-01-01 00:06:28,Apple Watch,MEDIUM,0.7307175965934242,memory_pressure,CONFIRMED,2,0.9425220323943744,ensemble
ALT-00129,2026-01-01 00:48:44,iPhone,MEDIUM,0.7292939851893967,overheat,CONFIRMED,4,0.7643493148703716,"σ-Data,σ-Err"
ALT-00281,2026-01-01 00:01:20,Apple Watch,MEDIUM,0.7291465965722744,overheat,PROBABLE,4,0.7697710729224345,"σ-Data,σ-Err"
ALT-00282,2026-01-01 00:01:21,Apple Watch,MEDIUM,0.7288594200264095,network_issue,PROBABLE,3,0.8388397741180897,σ-Data
ALT-00210,2026-01-01 00:28:07,MacBook,MEDIUM,0.7271193087357266,overheat,SUPPRESSED,4,0.7941418632463284,"σ-Data,σ-Err"
ALT-00004,2026-01-01 00:01:25,iPhone,MEDIUM,0.7261159949717286,network_issue,PROBABLE,3,0.8545754413423788,σ-Data
ALT-00451,2026-01-01 00:12:47,iPad,MEDIUM,0.7260450820627269,overheat,PROBABLE,4,0.7836193929449367,"σ-Data,σ-Err"
ALT-00148,2026-01-01 00:05:38,MacBook,MEDIUM,0.7251169716361017,cpu_spike,CONFIRMED,4,0.7659708045149612,"σ-Data,σ-Err"
ALT-00300,2026-01-01 00:07:31,Apple Watch,MEDIUM,0.7217716321832884,overheat,CONFIRMED,4,0.7435678088411616,"σ-Data,σ-Err"
ALT-00265,2026-01-01 00:47:46,MacBook,MEDIUM,0.7199171731802394,cpu_spike,PROBABLE,4,0.7722901494365328,"σ-Err,RRCF"
ALT-00043,2026-01-01 00:17:35,iPhone,MEDIUM,0.7188981299215361,network_issue,CONFIRMED,4,0.7232836305002515,"σ-Data,RRCF"
ALT-00183,2026-01-01 00:17:26,MacBook,MEDIUM,0.7171879584824699,overheat,PROBABLE,4,0.7631319429732242,"σ-Data,σ-Err"
ALT-00060,2026-01-01 00:28:43,iPhone,MEDIUM,0.7161970833714051,network_issue,PROBABLE,3,0.8460062091114307,σ-Data
ALT-00188,2026-01-01 00:22:03,MacBook,MEDIUM,0.7124285855290928,cpu_spike,PROBABLE,4,0.7520481792406893,"σ-Data,σ-Err"
ALT-00109,2026-01-01 00:42:22,iPhone,MEDIUM,0.7117895985863627,cpu_spike,PROBABLE,4,0.7233530346809749,"σ-Data,σ-Err"
ALT-00544,2026-01-01 00:45:08,iPad,MEDIUM,0.711555975077689,overheat,PROBABLE,4,0.7324994923816105,"σ-Data,σ-Err"
ALT-00091,2026-01-01 00:38:28,iPhone,MEDIUM,0.7077013698752801,normal,PROBABLE,3,0.8398447960493819,NDT
ALT-00128,2026-01-01 00:48:41,iPhone,MEDIUM,0.7053957267777692,cpu_spike,PROBABLE,4,0.7104590335500003,"σ-Data,σ-Err"
ALT-00383,2026-01-01 00:38:13,Apple Watch,MEDIUM,0.7047961199377067,normal,PROBABLE,4,0.7357628483136984,"NDT,RRCF"
ALT-00175,2026-01-01 00:12:30,MacBook,MEDIUM,0.704328416386677,network_issue,PROBABLE,3,0.8053621754592765,σ-Data
ALT-00350,2026-01-01 00:25:49,Apple Watch,MEDIUM,0.7035923566664853,network_issue,PROBABLE,3,0.8135564677318616,σ-Data
ALT-00189,2026-01-01 00:22:12,MacBook,MEDIUM,0.7005878036658837,network_issue,PROBABLE,3,0.8027067073946712,σ-Data
ALT-00470,2026-01-01 00:21:04,iPad,MEDIUM,0.6999039456556833,cpu_spike,SUPPRESSED,4,0.6924325020187314,"σ-Data,σ-Err,NDT"
ALT-00236,2026-01-01 00:37:37,MacBook,MEDIUM,0.6984727008465008,memory_pressure,PROBABLE,3,0.7807017647739143,σ-Data
ALT-00418,2026-01-01 00:47:43,Apple Watch,MEDIUM,0.6982606903245063,normal,PROBABLE,3,0.8362135662701516,σ-Err
ALT-00513,2026-01-01 00:33:33,iPad,MEDIUM,0.6982351412375483,cpu_spike,SUPPRESSED,4,0.6896511613218396,"σ-Data,σ-Err,NDT"
ALT-00516,2026-01-01 00:36:04,iPad,MEDIUM,0.6965368228158129,overheat,PROBABLE,4,0.7115429083172061,"σ-Data,σ-Err"
ALT-00020,2026-01-01 00:10:05,iPhone,MEDIUM,0.6963350220299803,cpu_spike,PROBABLE,4,0.7076603888883962,"σ-Data,σ-Err"
ALT-00364,2026-01-01 00:32:31,Apple Watch,MEDIUM,0.6962785697126903,memory_pressure,CONFIRMED,2,0.8778305859694288,ensemble
ALT-00007,2026-01-01 00:02:21,iPhone,MEDIUM,0.6932383928299714,overheat,PROBABLE,4,0.7035454695314337,"σ-Data,σ-Err"
ALT-00541,2026-01-01 00:44:45,iPad,MEDIUM,0.6892031498590463,network_issue,SUPPRESSED,3,0.8069506426419367,σ-Data
ALT-00156,2026-01-01 00:07:35,MacBook,MEDIUM,0.6887481790838801,normal,PROBABLE,3,0.7974464126364315,σ-Data
ALT-00270,2026-01-01 00:48:02,MacBook,MEDIUM,0.6884515878482955,network_issue,PROBABLE,3,0.7868464418887305,σ-Data
ALT-00251,2026-01-01 00:42:56,MacBook,MEDIUM,0.688096349216147,cpu_spike,PROBABLE,4,0.7158037957793364,"σ-Data,σ-Err"
ALT-00033,2026-01-01 00:15:35,iPhone,MEDIUM,0.6879167648236623,cpu_spike,SUPPRESSED,4,0.6761575710024,"σ-Data,σ-Err,RRCF"
ALT-00425,2026-01-01 00:01:14,iPad,MEDIUM,0.6856227218725606,cpu_spike,PROBABLE,4,0.7288003521745613,"σ-Data,σ-Err,NDT"
ALT-00374,2026-01-01 00:35:48,Apple Watch,MEDIUM,0.6848502869465944,network_issue,CONFIRMED,3,0.7450091349284154,σ-Data
ALT-00397,2026-01-01 00:41:49,Apple Watch,MEDIUM,0.6844586806668272,normal,SUPPRESSED,4,0.7539099774980895,"σ-Data,σ-Err,NDT"
ALT-00099,2026-01-01 00:38:45,iPhone,MEDIUM,0.6844329104650888,normal,PROBABLE,2,0.8816488215932506,ensemble
ALT-00161,2026-01-01 00:10:26,MacBook,MEDIUM,0.6835851323774857,memory_pressure,CONFIRMED,3,0.7561111187160443,σ-Data
ALT-00021,2026-01-01 00:10:50,iPhone,MEDIUM,0.6814771138070064,normal,PROBABLE,3,0.774684078567233,NDT
ALT-00295,2026-01-01 00:06:35,Apple Watch,MEDIUM,0.6803864113516717,normal,SUPPRESSED,2,0.8976938662483017,ensemble
ALT-00479,2026-01-01 00:23:07,iPad,MEDIUM,0.6795434710803916,normal,PROBABLE,3,0.7927047953622618,RRCF
ALT-00401,2026-01-01 00:42:02,Apple Watch,MEDIUM,0.6773335029349727,normal,PROBABLE,3,0.7640743567434731,σ-Err
ALT-00474,2026-01-01 00:22:42,iPad,MEDIUM,0.6755855061395724,overheat,PROBABLE,3,0.7917467564854366,"σ-Data,σ-Err"
ALT-00551,2026-01-01 00:47:45,iPad,MEDIUM,0.6754578280855449,network_issue,PROBABLE,3,0.7535408245870192,σ-Data
ALT-00160,2026-01-01 00:09:56,MacBook,MEDIUM,0.6741945322309947,network_issue,PROBABLE,3,0.7601632580499553,σ-Data
ALT-00052,2026-01-01 00:22:26,iPhone,MEDIUM,0.6732262033598554,network_issue,PROBABLE,3,0.7793791618220488,σ-Data
ALT-00536,2026-01-01 00:42:07,iPad,MEDIUM,0.6732033345249337,normal,PROBABLE,3,0.7812744860338272,σ-Err
ALT-00256,2026-01-01 00:44:37,MacBook,MEDIUM,0.6722060564976324,normal,PROBABLE,3,0.7702542683381364,σ-Err
ALT-00493,2026-01-01 00:28:03,iPad,MEDIUM,0.6698685913451775,cpu_spike,SUPPRESSED,4,0.6608002515243158,"σ-Data,σ-Err,NDT"
ALT-00110,2026-01-01 00:42:45,iPhone,MEDIUM,0.6681320397112493,cpu_spike,PROBABLE,3,0.7727130929867674,σ-Err
ALT-00184,2026-01-01 00:18:08,MacBook,MEDIUM,0.6672418399486432,memory_pressure,CONFIRMED,3,0.7559657955636611,σ-Data
ALT-00089,2026-01-01 00:38:26,iPhone,MEDIUM,0.6647956652278709,normal,SUPPRESSED,2,0.913878909500469,NDT
ALT-00136,2026-01-01 00:01:15,MacBook,MEDIUM,0.6638755762490441,memory_pressure,PROBABLE,3,0.7512860781939428,σ-Data
ALT-00196,2026-01-01 00:23:48,MacBook,MEDIUM,0.6635116181921721,overheat,SUPPRESSED,3,0.7925886930701014,"σ-Data,σ-Err"
ALT-00447,2026-01-01 00:10:12,iPad,MEDIUM,0.6615232551159895,cpu_spike,SUPPRESSED,3,0.7842317169195175,"σ-Data,σ-Err"
ALT-00400,2026-01-01 00:41:55,Apple Watch,MEDIUM,0.6583067366909026,normal,SUPPRESSED,3,0.8014365390869937,"σ-Err,RRCF"
ALT-00179,2026-01-01 00:16:26,MacBook,MEDIUM,0.6574612243920912,battery_drain,PROBABLE,2,0.7984932542227655,ensemble
ALT-00266,2026-01-01 00:47:48,MacBook,MEDIUM,0.657322715285461,normal,SUPPRESSED,3,0.8008105273370366,"σ-Err,RRCF"
ALT-00362,2026-01-01 00:31:49,Apple Watch,MEDIUM,0.6567527084251288,network_issue,PROBABLE,3,0.7200818528821942,σ-Data
ALT-00209,2026-01-01 00:27:21,MacBook,MEDIUM,0.6536442987529286,cpu_spike,SUPPRESSED,3,0.7491888651016106,"σ-Data,σ-Err"
ALT-00310,2026-01-01 00:12:09,Apple Watch,MEDIUM,0.6511034835263672,network_issue,PROBABLE,3,0.7251908506843305,σ-Data
ALT-00448,2026-01-01 00:11:13,iPad,MEDIUM,0.6507994567605293,normal,PROBABLE,3,0.732015404721799,NDT
ALT-00466,2026-01-01 00:16:21,iPad,MEDIUM,0.6507977293700011,normal,PROBABLE,2,0.8188022143670932,ensemble
ALT-00071,2026-01-01 00:31:57,iPhone,MEDIUM,0.650599256663877,network_issue,SUPPRESSED,2,0.8691743505891479,σ-Data
ALT-00026,2026-01-01 00:12:51,iPhone,MEDIUM,0.6495132744351533,network_issue,PROBABLE,3,0.7366952547845725,σ-Data
ALT-00168,2026-01-01 00:12:07,MacBook,MEDIUM,0.6492837549747807,network_issue,PROBABLE,3,0.7095827115413634,σ-Data
ALT-00098,2026-01-01 00:38:37,iPhone,MEDIUM,0.6492617808200045,normal,PROBABLE,2,0.8391190648822564,RRCF
ALT-00090,2026-01-01 00:38:27,iPhone,MEDIUM,0.6478599278290121,normal,PROBABLE,3,0.7255448855191063,NDT
ALT-00100,2026-01-01 00:38:57,iPhone,MEDIUM,0.646586790786774,normal,PROBABLE,2,0.8266873904953406,ensemble
ALT-00134,2026-01-01 00:00:56,MacBook,MEDIUM,0.6456688970636063,network_issue,SUPPRESSED,2,0.8325121488133284,σ-Data
ALT-00331,2026-01-01 00:16:45,Apple Watch,MEDIUM,0.6422046234238938,normal,PROBABLE,2,0.8174737797761858,ensemble
ALT-00057,2026-01-01 00:26:38,iPhone,MEDIUM,0.6417018063018085,normal,PROBABLE,2,0.8175854382386161,ensemble
ALT-00361,2026-01-01 00:31:46,Apple Watch,MEDIUM,0.6414935426070074,normal,PROBABLE,2,0.8019342321796844,ensemble
ALT-00254,2026-01-01 00:43:20,MacBook,MEDIUM,0.6396163735373402,network_issue,SUPPRESSED,3,0.7397071042687635,"σ-Data,RRCF"
ALT-00385,2026-01-01 00:38:23,Apple Watch,MEDIUM,0.6390089914028814,normal,PROBABLE,2,0.8096327397930521,ensemble
ALT-00453,2026-01-01 00:13:26,iPad,MEDIUM,0.6384747466342611,normal,PROBABLE,3,0.7460374603893711,"NDT,RRCF"
ALT-00553,2026-01-01 00:48:36,iPad,MEDIUM,0.6379463175028575,cpu_spike,SUPPRESSED,3,0.7354361146763982,"σ-Data,σ-Err"
ALT-00269,2026-01-01 00:47:57,MacBook,MEDIUM,0.6367483469092393,cpu_spike,CONFIRMED,3,0.7104690500003763,σ-Err
ALT-00291,2026-01-01 00:05:35,Apple Watch,MEDIUM,0.6352351868229515,cpu_spike,SUPPRESSED,3,0.6865030891493636,"σ-Data,σ-Err"
ALT-00008,2026-01-01 00:02:56,iPhone,MEDIUM,0.6346425160441616,cpu_spike,PROBABLE,3,0.7312243922324695,"σ-Data,σ-Err"
ALT-00463,2026-01-01 00:15:41,iPad,MEDIUM,0.6335610740668504,cpu_spike,SUPPRESSED,3,0.6874166049262321,"σ-Data,σ-Err"
ALT-00508,2026-01-01 00:32:05,iPad,MEDIUM,0.6322581856694716,normal,PROBABLE,3,0.7173233107048732,"σ-Data,NDT"
ALT-00343,2026-01-01 00:22:44,Apple Watch,MEDIUM,0.6313137492056434,normal,SUPPRESSED,2,0.8289557667313454,σ-Data
ALT-00330,2026-01-01 00:16:29,Apple Watch,MEDIUM,0.6289917175565923,normal,PROBABLE,2,0.7878642116192364,ensemble
ALT-00070,2026-01-01 00:31:52,iPhone,MEDIUM,0.628952519833283,memory_pressure,PROBABLE,2,0.770274514518742,ensemble
ALT-00247,2026-01-01 00:42:10,MacBook,MEDIUM,0.6283247491263879,normal,PROBABLE,2,0.7877987438518606,ensemble
ALT-00193,2026-01-01 00:23:34,MacBook,MEDIUM,0.627299666301083,network_issue,SUPPRESSED,3,0.6765249934702892,"σ-Data,NDT"
ALT-00053,2026-01-01 00:22:29,iPhone,MEDIUM,0.6267664526009744,cpu_spike,PROBABLE,3,0.7018387709440411,"σ-Data,σ-Err"
ALT-00386,2026-01-01 00:38:37,Apple Watch,MEDIUM,0.6267387244808644,normal,PROBABLE,2,0.7704904667273667,ensemble
ALT-00108,2026-01-01 00:41:34,iPhone,MEDIUM,0.6259585211886661,battery_drain,PROBABLE,2,0.7617827204996288,ensemble
ALT-00072,2026-01-01 00:31:58,iPhone,MEDIUM,0.6255951753775155,normal,PROBABLE,2,0.7908741323725454,ensemble
ALT-00524,2026-01-01 00:38:55,iPad,MEDIUM,0.6255601311177039,memory_pressure,CONFIRMED,2,0.7520841685415978,ensemble
ALT-00135,2026-01-01 00:01:01,MacBook,MEDIUM,0.6255319714178378,cpu_spike,CONFIRMED,2,0.755525966068654,ensemble
ALT-00419,2026-01-01 00:47:48,Apple Watch,MEDIUM,0.6253651809984648,normal,PROBABLE,2,0.7753516623270783,ensemble
ALT-00239,2026-01-01 00:38:17,MacBook,MEDIUM,0.6251170233728534,normal,PROBABLE,2,0.7823938839209753,ensemble
ALT-00058,2026-01-01 00:27:20,iPhone,MEDIUM,0.6250928594734617,overheat,SUPPRESSED,3,0.6863943887405285,"σ-Data,σ-Err"
ALT-00505,2026-01-01 00:31:11,iPad,MEDIUM,0.6250381848395201,overheat,SUPPRESSED,3,0.687624899812093,"σ-Data,σ-Err"
ALT-00237,2026-01-01 00:37:50,MacBook,MEDIUM,0.6247852923699507,normal,PROBABLE,2,0.7808273757510303,ensemble
ALT-00115,2026-01-01 00:45:32,iPhone,MEDIUM,0.6245359763177887,memory_pressure,CONFIRMED,2,0.7297821827518701,ensemble
ALT-00003,2026-01-01 00:00:38,iPhone,MEDIUM,0.6240103874124944,overheat,SUPPRESSED,3,0.713603533134666,"σ-Data,σ-Err"
ALT-00056,2026-01-01 00:25:44,iPhone,MEDIUM,0.6239103353398476,normal,PROBABLE,2,0.778960503006113,ensemble
ALT-00260,2026-01-01 00:47:23,MacBook,MEDIUM,0.6233665735154126,cpu_spike,SUPPRESSED,3,0.6652992654273098,"σ-Data,σ-Err"
ALT-00263,2026-01-01 00:47:44,MacBook,MEDIUM,0.6222984341471414,normal,SUPPRESSED,3,0.7383153099145879,"σ-Err,NDT"
ALT-00469,2026-01-01 00:20:41,iPad,MEDIUM,0.6213114633827798,overheat,SUPPRESSED,3,0.6747502560733344,"σ-Data,σ-Err"
ALT-00238,2026-01-01 00:38:06,MacBook,MEDIUM,0.6211099878871343,normal,PROBABLE,2,0.7708881372699896,ensemble
ALT-00424,2026-01-01 00:00:52,iPad,MEDIUM,0.620635339224067,normal,SUPPRESSED,2,0.81443105348069,σ-Data
ALT-00224,2026-01-01 00:33:17,MacBook,MEDIUM,0.62004208640225,overheat,SUPPRESSED,3,0.6463664403000462,"σ-Data,σ-Err"
ALT-00024,2026-01-01 00:11:29,iPhone,MEDIUM,0.6192853832571426,cpu_spike,SUPPRESSED,3,0.6633389461951085,"σ-Data,σ-Err"
ALT-00436,2026-01-01 00:06:36,iPad,MEDIUM,0.6187164964435137,normal,SUPPRESSED,2,0.8040396493349372,NDT
ALT-00041,2026-01-01 00:16:56,iPhone,MEDIUM,0.6183292464387212,normal,PROBABLE,2,0.7638820773978687,ensemble
ALT-00176,2026-01-01 00:12:37,MacBook,MEDIUM,0.6167327281192873,normal,SUPPRESSED,2,0.8097651107324632,σ-Data
ALT-00354,2026-01-01 00:26:36,Apple Watch,MEDIUM,0.6161971455884357,normal,PROBABLE,2,0.7674351335358449,ensemble
ALT-00222,2026-01-01 00:32:04,MacBook,MEDIUM,0.6157256797631107,normal,PROBABLE,2,0.7602817353578907,ensemble
ALT-00494,2026-01-01 00:28:24,iPad,MEDIUM,0.6129987695043746,overheat,SUPPRESSED,3,0.6568498010258096,"σ-Data,σ-Err"
ALT-00549,2026-01-01 00:47:34,iPad,MEDIUM,0.6126355244819586,normal,SUPPRESSED,2,0.8151712428787289,σ-Err
ALT-00490,2026-01-01 00:26:31,iPad,MEDIUM,0.6125224366618714,normal,PROBABLE,2,0.7548195368537262,ensemble
ALT-00137,2026-01-01 00:01:51,MacBook,MEDIUM,0.6092307562861324,overheat,SUPPRESSED,3,0.6582180556540209,"σ-Data,σ-Err"
ALT-00387,2026-01-01 00:38:49,Apple Watch,MEDIUM,0.6091601940187149,normal,PROBABLE,2,0.7565800195171244,ensemble
ALT-00464,2026-01-01 00:16:00,iPad,MEDIUM,0.6091535309347976,normal,PROBABLE,2,0.7564912177061867,ensemble
ALT-00478,2026-01-01 00:23:04,iPad,MEDIUM,0.6091055211562995,normal,SUPPRESSED,3,0.716535116264821,"NDT,RRCF"
ALT-00542,2026-01-01 00:44:52,iPad,MEDIUM,0.6084588662152097,normal,SUPPRESSED,2,0.8102531491187712,σ-Err
ALT-00125,2026-01-01 00:48:05,iPhone,MEDIUM,0.607532903406016,normal,PROBABLE,2,0.7723467150968202,σ-Err
ALT-00523,2026-01-01 00:38:33,iPad,MEDIUM,0.6071468766171992,normal,PROBABLE,2,0.7495983465838428,ensemble
ALT-00462,2026-01-01 00:15:21,iPad,MEDIUM,0.6064284829513701,cpu_spike,SUPPRESSED,3,0.6211509441691562,"σ-Data,σ-Err"
ALT-00087,2026-01-01 00:38:04,iPhone,MEDIUM,0.605909476291854,battery_drain,CONFIRMED,2,0.7065524699486049,ensemble
ALT-00405,2026-01-01 00:44:05,Apple Watch,MEDIUM,0.6057232105585717,normal,PROBABLE,2,0.7535129359250323,σ-Data
ALT-00365,2026-01-01 00:32:36,Apple Watch,MEDIUM,0.6056993373190467,normal,PROBABLE,2,0.73576841399117,ensemble
ALT-00485,2026-01-01 00:26:13,iPad,MEDIUM,0.6056616684504132,normal,SUPPRESSED,2,0.7844323534924132,NDT
ALT-00315,2026-01-01 00:12:38,Apple Watch,MEDIUM,0.6056473505303495,normal,SUPPRESSED,2,0.8160258681414372,RRCF
ALT-00249,2026-01-01 00:42:41,MacBook,MEDIUM,0.6050974623692935,battery_drain,PROBABLE,2,0.7298563122754156,ensemble
ALT-00489,2026-01-01 00:26:26,iPad,MEDIUM,0.604908530282264,normal,PROBABLE,2,0.7450017955006235,ensemble
ALT-00124,2026-01-01 00:48:03,iPhone,MEDIUM,0.6048957284372622,normal,PROBABLE,2,0.7432270359832981,ensemble
ALT-00121,2026-01-01 00:47:41,iPhone,MEDIUM,0.6045233773026427,normal,SUPPRESSED,2,0.8035713616788166,RRCF
ALT-00123,2026-01-01 00:47:49,iPhone,MEDIUM,0.6040999013349282,normal,SUPPRESSED,2,0.7903250574790524,σ-Err
ALT-00167,2026-01-01 00:11:43,MacBook,MEDIUM,0.603326481446858,network_issue,SUPPRESSED,2,0.6944330246336521,σ-Data
ALT-00340,2026-01-01 00:22:13,Apple Watch,MEDIUM,0.6025843383524463,normal,SUPPRESSED,2,0.797797680199801,NDT
ALT-00119,2026-01-01 00:47:31,iPhone,MEDIUM,0.6020410534084326,normal,SUPPRESSED,2,0.7825776190780758,NDT
ALT-00353,2026-01-01 00:26:22,Apple Watch,MEDIUM,0.6012943492869646,memory_pressure,PROBABLE,2,0.7132683599227188,ensemble
ALT-00484,2026-01-01 00:26:08,iPad,MEDIUM,0.601203116358259,normal,PROBABLE,2,0.7385586378055007,ensemble
ALT-00290,2026-01-01 00:05:31,Apple Watch,MEDIUM,0.6006953443275989,cpu_spike,SUPPRESSED,3,0.640197377603314,"σ-Data,σ-Err"
ALT-00180,2026-01-01 00:16:32,MacBook,MEDIUM,0.600611851918196,normal,PROBABLE,2,0.7269456791229192,ensemble
ALT-00342,2026-01-01 00:22:20,Apple Watch,MEDIUM,0.5990030934337838,normal,PROBABLE,2,0.7242644149822323,ensemble
ALT-00182,2026-01-01 00:17:10,MacBook,MEDIUM,0.598857355946609,normal,PROBABLE,2,0.7602837601960982,σ-Data
ALT-00095,2026-01-01 00:38:32,iPhone,MEDIUM,0.5984924305612105,normal,SUPPRESSED,2,0.7646670700398442,RRCF
ALT-00262,2026-01-01 00:47:40,MacBook,MEDIUM,0.5983168279795575,normal,SUPPRESSED,2,0.7861593255087819,NDT
ALT-00118,2026-01-01 00:47:29,iPhone,MEDIUM,0.5983027785433533,network_issue,SUPPRESSED,2,0.6934675938685518,σ-Data
ALT-00092,2026-01-01 00:38:29,iPhone,MEDIUM,0.5964715394673707,normal,SUPPRESSED,2,0.7877515079239331,NDT
ALT-00352,2026-01-01 00:26:08,Apple Watch,MEDIUM,0.5961351502945864,normal,PROBABLE,2,0.7120771023428293,ensemble
ALT-00538,2026-01-01 00:44:04,iPad,MEDIUM,0.5949770220854255,battery_drain,PROBABLE,2,0.7292210080141223,ensemble
ALT-00122,2026-01-01 00:47:47,iPhone,MEDIUM,0.5941824956296821,normal,SUPPRESSED,2,0.7602139460464191,σ-Err
ALT-00191,2026-01-01 00:22:31,MacBook,MEDIUM,0.5936585203172734,memory_pressure,SUPPRESSED,2,0.7551181225576861,σ-Data
ALT-00363,2026-01-01 00:32:11,Apple Watch,MEDIUM,0.593062627685673,battery_drain,PROBABLE,2,0.7069562313279735,ensemble
